artifact_kind,routing_semantics,boundary,experts,hidden_width,latent_width,expert_intermediate_width,expert_payload_bytes,resident_capacity_bytes,warmup,iterations,validation,cuda_graph,cuda_graph_entries,trace,trace_period,profiler,maximum_absolute_error,latency_nanoseconds_median,latency_nanoseconds_p10,latency_nanoseconds_p90,kernel_nanoseconds,activation_h2d_bytes,device_to_host_bytes,weight_h2d_bytes,stream_synchronization_count,cold_weight_h2d_bytes,cold_immutable_validation_scans,cold_immutable_validation_bytes,immutable_validation_scans,immutable_validation_hits,immutable_validation_bytes,immutable_validation_nanoseconds,cuda_graph_cache_hits,cuda_graph_cache_misses,cuda_graph_cache_evictions,cuda_graph_instantiations,cuda_graph_update_attempts,cuda_graph_update_successes,cuda_graph_update_failures,cuda_graph_launches,cuda_graph_invalidations,cuda_graph_host_nanoseconds,cuda_graph_resident_entries,cuda_graph_peak_entries,resident_weight_bytes,peak_resident_weight_bytes,oracle_peak_vram_bytes,peak_vram_bytes,weight_cache_bypasses,resident_grid_calls,resident_grid_kernel_launches,resident_grid_fallbacks,resident_moe_layer_calls,resident_moe_layer_experts,resident_moe_layer_kernel_launches,resident_moe_layer_fallbacks,resident_moe_layer_contribution_h2d_bytes
released_dimension_moe_layer,False,moe-layer,4,7168,3584,3072,17547264,1073741824,3,20,admission,update,1,rotating-5,5,False,0,2093936,1977731,2335406,,577600,573440,0,20,539965440,6,469776384,0,120,0,1444,0,0,0,0,20,20,0,20,0,12478724,1,1,539965440,539965440,628336832,628336832,0,20,80,0,20,80,260,0,320
