mode,resolved_revision,index_sha256,index_bytes,shard_lfs_sha256,shard_bytes,payload_start,payload_end,payload_bytes,http_requests,metadata_bytes,header_bytes,tensor_payload_bytes,maximum_response_bytes,reader_valid,optional_features,provenance,full_shard_verified,payload_sha256,microshard_sha256,k3x_root_sha256,wall_seconds
materialize-expert,9f62e4e9fffbd0a83ddd60e1c209d828994b3569,a1c5210650ce71d2d3ae9ec5a101ac4afd3cf4b10091be589853437eb967febd,59764096,26a3284e1d2cb567934ebef002e6a1813551d646739e8bcb1e9e3fe7f878e0f5,16990911504,1268562960,1286110224,17547264,11,59799719,818704,17547264,59764096,true,1,transport-pinned-range,false,1d925fa7bd91331511783b7423204d20b6337cd672b403fd017b7b42f421c36c,ed3f07d595f37d90b1688de21ba0cdc012ee92c67dd92c460c0c73b2ef374a34,d585d283325e13e1316a0194c2d6274dd89ef75a28b96b02f02733290b7658be,14.97283949899429
