artifact_kind,layer_id,expert_id,l2_io_engine,l2_cache_mode,l2_queue_depth,warmup,iterations,expert_payload_bytes,ordered_sha256,expert_load_nanoseconds_median,expert_load_nanoseconds_p05,expert_load_nanoseconds_p95,expert_loads_per_second,reader_read_calls,reader_requested_bytes,reader_completed_bytes,reader_batch_submissions,reader_storage_submitted_bytes,reader_storage_completed_bytes,reader_completions,reader_short_reads,reader_failures,reader_storage_nanoseconds,l2_direct_memory_alignment,l2_direct_offset_alignment,process_io_available,process_rchar_bytes,process_read_bytes
storage_fixture,1,0,pread,direct,8,3,20,17547264,e5fb7939474a57ab9263a791999d76ba078bd767cc3f155f3522b1bec576c7e4,60401663,57489528,65183797,16.3861246737,120,350945280,350945280,20,350945280,350945280,120,0,0,296638642,4,512,True,350945385,350945280
