scope,evidence,platform,iterations,prompt_tokens,generated_tokens,prefill_tokens_per_second,decode_tokens_per_second,ttft_ms,peak_rss_bytes,file_read_bytes_per_token,backend,device,dense_precision,cuda_allocation,cuda_weights,cuda_batching,cuda_boundary,cuda_transfer,cuda_resident_bytes,cuda_pinned_bytes,kernel_nanoseconds,host_to_device_bytes,weight_h2d_bytes,activation_h2d_bytes,device_to_host_bytes,peak_vram_bytes,device_allocation_count,device_free_count,stream_synchronization_count,weight_cache_hits,weight_cache_misses,weight_cache_bypasses,resident_weight_bytes,peak_resident_weight_bytes,scratch_bytes,peak_scratch_bytes,grouped_projection_calls,grouped_projection_members,ffn_block_calls,ffn_block_experts,pinned_host_bytes,peak_pinned_host_bytes,async_prefetch_calls,async_prefetch_bytes,async_prefetch_ready_before_use,async_prefetch_late_at_use,transfer_stream_wait_count,pinned_staging_nanoseconds,transfer_device_nanoseconds,transfer_stall_nanoseconds,async_engine_count,device_overlap,max_absolute_error,max_relative_error,kda_state_bytes,mla_kv_bytes,per_layer_nanoseconds,token_ids,routed_experts,cuda_moe_fusion,fused_moe_calls,fused_moe_experts,batched_expert_ffn_calls,batched_expert_ffn_tokens,resident_grid_calls,resident_grid_experts,resident_grid_tokens,resident_grid_expert_tokens,resident_grid_kernel_launches,resident_grid_fallbacks,resident_grid_descriptor_h2d_bytes,l1_expert_cache_mode,l1_expert_cache_bytes,l1_expert_cache_hits,l1_expert_cache_misses,l1_expert_cache_bypasses,l1_expert_cache_evictions,l1_expert_cache_collision_misses,l1_expert_cache_resident_bytes,peak_l1_expert_cache_resident_bytes,runtime_profile_metadata_count,runtime_profile_prior_weight,runtime_profile_live_observations,runtime_profile_load_bytes,runtime_profile_save_bytes,runtime_profile_load_nanoseconds,runtime_profile_save_nanoseconds,l2_expert_schedule,expert_load_submissions,expert_load_inline_resident_hits,expert_load_completions,expert_load_ready_before_use,expert_load_late_at_use,expert_load_estimated_deadline_misses,expert_load_requested_bytes,expert_load_queue_high_water,expert_load_worker_nanoseconds,expert_load_exposed_wait_nanoseconds,reader_read_calls,reader_requested_bytes,reader_completed_bytes,l2_io_engine,l2_cache_mode,l2_queue_depth,l2_direct_memory_alignment,l2_direct_offset_alignment,reader_batch_submissions,reader_storage_submitted_bytes,reader_storage_completed_bytes,reader_completions,reader_short_reads,reader_failures,reader_storage_nanoseconds,process_io_available,process_rchar_bytes,process_read_bytes,routing_mode,routing_natural_top_k,routing_fixed_k,routing_mass_target,routing_min_boundary_gap,routing_quality_floor_k,routing_agent_failures,routing_critical,routing_decisions,routing_selected_experts,routing_average_top_k,routing_average_normalized_entropy,routing_average_selected_mass,routing_average_boundary_confidence,routing_quality_escalated_decisions,cold_rescue_count,routed_k,natural_token_parity,first_decision_natural_prefix,natural_routing_prefix_rate,natural_prefill_logits_max_abs_error,natural_prefill_state_max_abs_error,speculative_mode,speculative_verification,speculative_block_size,aurora_draft_k,aurora_block_policy,aurora_draft_backend,draft_cuda_resident_bytes,draft_device,draft_cuda_allocation,draft_cuda_weights,draft_cuda_batching,draft_cuda_boundary,draft_cuda_transfer,draft_cuda_moe_fusion,draft_kernel_nanoseconds,draft_host_to_device_bytes,draft_weight_h2d_bytes,draft_activation_h2d_bytes,draft_device_to_host_bytes,draft_peak_vram_bytes,draft_device_allocation_count,draft_stream_synchronization_count,draft_weight_cache_hits,draft_weight_cache_misses,draft_weight_cache_bypasses,draft_resident_weight_bytes,draft_peak_resident_weight_bytes,draft_resident_grid_calls,draft_resident_grid_experts,draft_resident_grid_tokens,draft_resident_grid_expert_tokens,draft_resident_grid_kernel_launches,draft_resident_grid_fallbacks,draft_resident_grid_descriptor_h2d_bytes,draft_ffn_block_calls,draft_ffn_block_experts,draft_proposal_calls,draft_candidate_tokens,draft_replayed_context_tokens,draft_generation_nanoseconds,draft_reader_read_calls,draft_reader_completed_bytes,draft_routing_decisions,draft_routing_selected_experts,draft_selected_length_1,draft_selected_length_2,draft_selected_length_4,draft_scheduler_growths,draft_scheduler_backoffs,draft_context_prefill_tokens,draft_incremental_forward_calls,draft_rollback_events,draft_mla_positions_cropped,draft_kda_checkpoint_bytes,speculative_verification_blocks,speculative_proposed_draft_tokens,speculative_accepted_draft_tokens,speculative_committed_tokens,speculative_max_proposal_tokens,target_decode_forward_calls,target_block_forward_calls,target_positions_evaluated,target_positions_discarded,expert_major_unique_experts_sum,expert_major_unique_experts_max,expert_major_assignments,expert_major_reused_assignments,expert_major_payload_loads,evaluated_routed_experts,evaluated_routed_k,speculative_acceptance_rate
synthetic-milestone-one,measured,Linux 6.18.33.2-microsoft-standard-WSL2 / x86_64,20,4,6,1015.4639934238552,27.526869748313683,323.43697499999996,510328832,215832.0,cpu,CPU,fp32,per-operation,transient,scalar,operation,synchronous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,19200,2592,393354;2840382;2748659;2614182,56;55;18;11;11;13,19;10;2;15;5;17;11;6;1;8;14;18;7;16;21;9;3;1;13;18;16;15;23;0;21;8;7;9;12;22;4;2;10;17;7;1;19;20;5;12;22;9;13;11;6;21;14;16;15;9;19;4;10;20;5;6;8;0;16;14;7;12;23;1;23;11;13;9;7;0;12;14;8;19;20;21;10;18;16;5;7;1;20;12;15;14;11;10;4;18;2;21;8;17;23;3;15;5;10;0;13;17;9;20;18;22;19;4;3;14;16;11;8;0;16;21;15;14;20;9;19;2;1;23;5;11;22;4;19;7;11;13;18;20;8;12;21;6;0;2;10;14;4;23;17;23;7;1;16;11;21;6;9;5;0;2;19;20;10;12;14;1;0;13;11;9;18;6;22;17;23;2;3;5;7;12;22;21;8;5;19;17;2;1;4;11;10;23;9;6;7;20,none,0,0,0,0,0,0,0,0,0,0,0,disabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blocking,0,0,0,0,0,0,0,0,0,0,2696,1294992,1294992,pread,buffered,8,0,0,536,1294992,1294992,2696,0,0,1355931,True,2080907,0,natural,16,0,0.899999976,0,0,0,False,27,432,16,0.998634336,0.999999998,1,0,0,16;16;16;16;16;16;16;16;16;16;16;16,,,,,,aurora-persistent,token-major,2,4,fixed,cuda-custom,8388608,NVIDIA GeForce RTX 5080,reused,resident,grouped,ffn-block,synchronous,none,29944768,731840,644160,87680,102880,688608,389,410,666,214,0,644160,644160,0,0,0,0,0,0,0,70,120,2,3,0,177161433,824,785808,30,120,1,1,0,0,0,5,5,0,0,57600,2,3,3,5,2,5,0,0,0,0,0,0,0,0,,,1
