scope,evidence,platform,iterations,prompt_tokens,generated_tokens,prefill_tokens_per_second,decode_tokens_per_second,ttft_ms,peak_rss_bytes,file_read_bytes_per_token,backend,device,dense_precision,cuda_allocation,cuda_weights,cuda_batching,cuda_boundary,cuda_resident_bytes,kernel_nanoseconds,host_to_device_bytes,weight_h2d_bytes,activation_h2d_bytes,device_to_host_bytes,peak_vram_bytes,device_allocation_count,device_free_count,stream_synchronization_count,weight_cache_hits,weight_cache_misses,weight_cache_bypasses,resident_weight_bytes,peak_resident_weight_bytes,scratch_bytes,peak_scratch_bytes,grouped_projection_calls,grouped_projection_members,ffn_block_calls,ffn_block_experts,max_absolute_error,max_relative_error,kda_state_bytes,mla_kv_bytes,per_layer_nanoseconds,token_ids
synthetic-milestone-one,measured,Linux 6.18.33.2-microsoft-standard-WSL2 / x86_64,20,4,6,9.065186983390928,16.963180632737696,1129.2421555,481914880,110936.0,cuda-custom,NVIDIA GeForce RTX 5080,bf16,reused,resident,grouped,ffn-block,8388608,24208624,342432,301248,41184,83952,324768,173,1,369,524,106,0,301248,301248,23520,23520,27,81,63,54,0.0040240890000000085,17.50086819084405,19200,2592,100451788;212388529;211374711;201052862,43;32;28;49;9;28
