scope,evidence,platform,iterations,prompt_tokens,generated_tokens,prefill_tokens_per_second,decode_tokens_per_second,ttft_ms,peak_rss_bytes,file_read_bytes_per_token,backend,device,dense_precision,cuda_allocation,cuda_weights,cuda_batching,cuda_resident_bytes,kernel_nanoseconds,host_to_device_bytes,weight_h2d_bytes,activation_h2d_bytes,device_to_host_bytes,peak_vram_bytes,device_allocation_count,device_free_count,stream_synchronization_count,weight_cache_hits,weight_cache_misses,weight_cache_bypasses,resident_weight_bytes,peak_resident_weight_bytes,scratch_bytes,peak_scratch_bytes,grouped_projection_calls,grouped_projection_members,max_absolute_error,max_relative_error,kda_state_bytes,mla_kv_bytes,per_layer_nanoseconds
synthetic-milestone-one,measured,Linux 6.18.33.2-microsoft-standard-WSL2 / x86_64,20,4,6,9.085331884419746,16.834750114758705,1107.0390185,507379712,110936.0,cuda-custom,NVIDIA GeForce RTX 5080,fp32,reused,resident,grouped,8388608,22683088,669312,573120,96192,111600,600160,172,3,486,524,106,0,573120,573120,27040,27040,117,261,1.750999999994285e-07,0.00024847236155856874,19200,2592,107744542;209500012;208454656;199425922
