scope,evidence,platform,iterations,prompt_tokens,generated_tokens,prefill_tokens_per_second,decode_tokens_per_second,ttft_ms,peak_rss_bytes,file_read_bytes_per_token,backend,device,dense_precision,kernel_nanoseconds,host_to_device_bytes,device_to_host_bytes,peak_vram_bytes,max_absolute_error,max_relative_error,kda_state_bytes,mla_kv_bytes,per_layer_nanoseconds
synthetic-milestone-one,measured,Linux 6.18.33.2-microsoft-standard-WSL2 / x86_64,20,4,6,7.291488365091414,11.495739788044078,1239.815751,481259520,110936.0,cuda-dense,NVIDIA GeForce RTX 5080,bf16,11843536,2499552,90864,12800,0.0040240890000000085,17.50086819084405,19200,2592,156037420;277116820;278444630;257045854
